,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
745,16.75,0,0.008579863,10,72.3038,1999,1,0,0,960.7494
747,18.5,0,0,4,144.2102,2004,2,1,0,2041.3428
748,15,0,0.054367971,3,58.5904,2004,2,1,0,996.0368
749,19.5,0,0.0273467,3,158.992,1997,2,0,0,1757.712
751,13.15,0,0.165328057,6,170.6764,2004,2,1,0,3435.528
753,20.6,0,0.030510526,4,211.4244,1997,2,0,0,7833.8028
754,6.28,1,0.027699863,14,87.9198,2004,2,1,0,1221.0772
755,5.925,0,0.09646733,4,42.8086,1997,2,0,0,669.129
757,18.85,1,0.141642219,3,168.1132,1997,2,0,0,2874.9244
760,17.7,1,0.1164455,13,182.8266,1987,0,2,0,5163.9448
761,16.1,0,0.013584408,6,107.7596,1987,0,2,0,323.5788
762,9.8,1,0.026950104,10,128.402,2009,1,2,1,1265.02
764,17.6,0,0.076121831,10,111.7202,1997,2,0,0,1125.202
765,12.15,0,0.058516562,6,164.1552,1999,1,0,0,5198.5664
766,9.31,1,0.037923509,5,61.651,1987,0,2,0,379.506
767,19.25,0,0.058365706,5,82.1908,1999,1,0,0,2432.8332
769,15.35,1,0.015663185,11,143.947,1987,0,2,0,3006.087
773,7.02,1,0.049823902,4,82.225,1987,0,2,0,2746.425
776,12.3,1,0.069446588,14,106.3938,2004,2,1,0,857.5504
777,5.46,0,0.03217132,3,184.824,2004,2,1,0,4287.752
780,19.25,1,0.108470504,9,33.4558,2009,1,2,1,441.4254
782,13.35,1,0.038494623,13,240.2564,1987,0,2,0,2860.2768
785,14.3,0,0.065207559,6,89.8856,1997,2,0,0,966.7416
788,19.1,1,0.045299563,4,38.8138,2004,2,1,0,365.5242
789,8.71,1,0.121149472,3,93.7778,1987,0,2,0,1783.6782
790,19.6,1,0.094083303,9,252.2698,1987,0,2,0,2790.3678
791,19.5,1,0,3,179.3002,1999,1,0,0,2328.3026
796,19.1,1,0.096733815,6,233.1958,1997,2,0,0,5141.3076
797,6.13,1,0.102607233,6,54.0298,2009,1,2,1,808.947
798,6.55,1,0.024521191,1,100.6332,2004,2,1,0,2665.8632
800,17,1,0.052165855,8,125.073,1987,0,2,0,1108.557
804,16.1,0,0.024928351,6,95.141,1987,0,2,0,3089.312
806,5.82,1,0.080968973,9,171.379,2009,1,2,1,2037.348
807,16.25,1,0.057485328,6,126.2046,1999,1,0,0,1867.569
810,5.15,0,0.061165512,10,125.6388,2004,2,1,0,2848.2924
812,7.865,1,0.06100886,2,166.0526,1987,0,2,0,3617.9572
813,9.895,1,0.167799329,14,239.4564,2004,2,1,0,5243.8408
814,17.35,1,0.167351411,9,176.0712,2004,2,1,0,2109.2544
815,8.365,1,0.071832909,7,36.1506,2004,2,1,0,721.0614
816,6.675,1,0.041886576,13,92.1462,1987,0,2,0,1203.1006
818,17.35,1,0.020542737,11,80.5618,1987,0,2,0,322.2472
819,16.75,1,0.045047439,13,186.4556,1997,2,0,0,3942.8676
820,18.85,1,0.091008572,7,129.6336,1999,1,0,0,3195.84
821,6.575,0,0.07549348,1,143.5444,2004,2,1,0,3338.3212
822,12.65,0,0.156286566,6,238.9538,1999,1,0,0,4086.0146
823,15.2,1,0.033735909,9,110.9912,2009,1,2,1,1856.2504
825,7.07,1,0.093653464,13,113.3834,2004,2,1,0,1267.0174
826,13.65,1,0.036107198,13,184.4924,2009,1,2,1,5182.5872
829,11.8,1,0.113234914,14,186.3924,1987,0,2,0,5367.6796
834,13.6,1,0.117537563,13,195.4136,1987,0,2,0,5443.5808
838,13.1,0,0,6,178.9318,1999,1,0,0,3067.3406
839,16.7,0,0.060863167,0,97.6384,2004,2,1,0,2857.6136
840,5.785,0,0,6,87.1856,2004,2,1,0,1406.1696
842,6.13,1,0.076855207,4,59.3536,1999,1,0,0,1470.0864
843,9.8,1,0.024482644,8,116.2492,2009,1,2,1,2896.23
845,7.42,1,0.020474913,13,248.4092,2009,1,2,1,996.0368
846,16.7,0,0.062044506,13,57.4562,1997,2,0,0,948.0992
850,6.36,1,0.00597362,9,164.5526,1987,0,2,0,2137.8838
852,16.5,1,0.07376631,3,208.5638,1987,0,2,0,2691.8294
855,11.85,1,0.13267058,4,96.4726,1997,2,0,0,978.726
856,10.195,0,0.012455787,10,197.511,2004,2,1,0,2356.932
859,13.65,1,0.04929502,6,150.505,1999,1,0,0,2696.49
862,13.85,0,0.085274988,10,119.6124,1997,2,0,0,2014.7108
863,8.05,0,0.164542555,4,112.2518,1987,0,2,0,1707.777
866,7.42,0,0.021569566,12,184.8582,2004,2,1,0,4643.955
869,12.35,0,0.072334667,4,49.1692,1987,0,2,0,886.8456
870,6.75,0,0.108148913,4,95.6752,1987,0,2,0,958.752
871,16.75,1,0.07585337,8,36.8532,1999,1,0,0,1150.5024
873,9.6,0,0.022278477,1,102.499,1997,2,0,0,1547.985
874,19.85,0,0.020961192,13,62.0194,2009,1,2,1,619.194
875,15.1,1,0.025993423,5,147.4076,1997,2,0,0,2808.3444
877,6.59,1,0.105577348,6,85.6908,2004,2,1,0,1929.4884
878,16.75,1,0.129086113,1,89.4856,1999,1,0,0,1054.6272
881,5.86,0,0.151467821,10,154.1314,2009,1,2,1,3412.8908
885,5.035,0,0.079844043,1,226.3036,1987,0,2,0,4098.6648
886,11.15,1,0.120139206,4,45.0744,1999,1,0,0,452.744
887,6.38,1,0.032028115,4,178.3344,2009,1,2,1,3211.8192
888,8.39,1,0.120497266,9,162.2868,1997,2,0,0,2620.5888
889,5.675,0,0.023492524,13,155.5288,2004,2,1,0,1414.1592
890,15.7,0,0.122657336,6,110.1544,1999,1,0,0,1565.9616
891,13,0,0.070588037,13,65.9484,2009,1,2,1,1043.9744
893,13.5,0,0.159587755,6,145.3102,1987,0,2,0,729.051
895,10.895,1,0.136810742,4,263.0568,1997,2,0,0,527.3136
899,7.475,1,0.013120028,9,217.6192,1997,2,0,0,1725.7536
901,10.8,0,0.048339408,0,41.5138,2009,1,2,1,446.7518
902,20,1,0.08165845,11,35.019,2009,1,2,1,585.904
903,14.3,0,0.04975339,10,210.3586,1999,1,0,0,6331.758
905,17.85,1,0.065810045,5,149.105,1997,2,0,0,2247.075
909,20.6,1,0.071282168,9,74.4696,2009,1,2,1,223.7088
910,7.67,1,0.184843579,9,33.1216,1997,2,0,0,727.0536
912,20.6,1,0.082935004,0,119.5756,1987,0,2,0,2665.8632
914,5.46,0,0.106968096,6,142.6786,1987,0,2,0,2311.6576
915,9.395,1,0.159582185,14,224.772,1999,1,0,0,7017.532
917,10,1,0.038685802,6,243.8144,1997,2,0,0,4655.2736
919,7.445,1,0.037690731,0,73.3354,1999,1,0,0,451.4124
921,15.5,0,0.026409147,6,102.1332,2009,1,2,1,615.1992
922,19.85,1,0.064367627,8,126.1704,1987,0,2,0,876.1928
923,11.5,1,0.173516063,6,128.1652,1997,2,0,0,2454.1388
926,19.7,1,0.077899109,0,177.766,2004,2,1,0,2696.49
929,20.85,1,0.037372847,5,192.7478,1987,0,2,0,3099.9648
930,13.35,1,0.032230526,10,61.4194,1999,1,0,0,743.0328
931,12.1,1,0.040357315,6,177.8002,1997,2,0,0,1611.9018
932,20.1,1,0.07461309,4,108.7228,2004,2,1,0,1215.7508
934,21.25,1,0.019502354,13,120.8756,2009,1,2,1,3150.5656
936,6.655,1,0.016944719,6,209.2586,1987,0,2,0,2954.8204
937,13.65,1,0.065576228,5,47.7402,1987,0,2,0,643.1628
939,13.6,1,0.010008699,9,176.737,1999,1,0,0,4940.236
940,15.5,1,0.053362086,14,41.577,2004,2,1,0,735.709
941,10.895,1,0.064621927,6,196.6794,1987,0,2,0,1170.4764
943,8.1,1,0,6,211.8902,2009,1,2,1,3823.0236
944,21,1,0.049263979,13,195.0478,1987,0,2,0,1549.9824
950,15.25,1,0.02671821,13,85.2198,2009,1,2,1,1482.7366
951,19.35,1,0.016597651,5,121.5098,1987,0,2,0,2892.2352
954,20.7,0,0.11411709,4,92.7436,1997,2,0,0,1323.6104
959,12.35,1,0.026676216,3,57.0246,2004,2,1,0,1737.738
961,16.25,1,0.025715562,6,168.1474,1987,0,2,0,1516.0266
968,10,1,0,8,120.644,2004,2,1,0,1917.504
969,6.405,1,0.136275173,13,128.1678,2004,2,1,0,1017.3424
970,9.3,1,0.174621343,13,104.2964,1999,1,0,0,1998.7316
974,14.7,1,0.072410764,6,48.2034,1999,1,0,0,1020.6714
975,20,0,0.028118435,6,46.7744,2004,2,1,0,1222.4088
979,9.3,1,0.067055339,5,184.2292,2009,1,2,1,1277.0044
980,10.195,1,0.107376743,13,147.6076,2004,2,1,0,3547.3824
983,10.195,1,0.126897925,3,110.6886,2009,1,2,1,1223.0746
984,9.3,0,0.014076503,13,200.0084,2009,1,2,1,2182.4924
985,8.895,0,0.088305478,13,123.473,2004,2,1,0,1478.076
987,19.2,1,0.182501773,11,239.2196,1987,0,2,0,5061.4116
988,20.75,1,0.108710162,13,161.7578,1997,2,0,0,2888.2404
990,13.5,1,0.054990009,8,35.2874,1997,2,0,0,741.0354
992,19.7,0,0.018021361,10,101.199,2004,2,1,0,1857.582
994,8.21,1,0.010755465,7,150.8392,1987,0,2,0,2982.784
996,18.1,1,0.048931174,9,127.3336,2004,2,1,0,1150.5024
998,20.25,1,0.036319195,4,219.3482,2004,2,1,0,5038.1086
1001,8.185,1,0.038789271,6,115.6808,1999,1,0,0,703.0848
1002,18.2,1,0.012659235,13,140.718,2009,1,2,1,2656.542
1003,19.25,1,0.108010006,9,33.3558,2004,2,1,0,713.0718
1004,14.5,1,0.061934991,4,154.4998,1987,0,2,0,1691.7978
1005,9.5,0,0.104421237,3,80.196,1987,0,2,0,2157.192
1006,19.85,1,0.053980686,12,196.8768,1987,0,2,0,2561.9984
1007,8.655,0,0.088121336,13,119.7756,1987,0,2,0,2059.9852
1008,10.195,1,0.126359196,3,109.2886,2004,2,1,0,1334.2632
1010,14,0,0.031267496,3,51.464,1997,2,0,0,692.432
1011,8.39,0,0.024304264,5,114.0176,2009,1,2,1,1488.7288
1013,14.5,0,0.063851475,1,260.4594,2004,2,1,0,3139.9128
1015,18.2,1,0.161355122,6,38.319,1987,0,2,0,585.904
1018,17.25,1,0.073135768,3,77.2986,2009,1,2,1,1012.6818
1021,13.1,1,0.037549969,6,176.1054,1987,0,2,0,4027.4242
1024,16.35,1,0.029445361,9,257.6646,1997,2,0,0,2061.3168
1026,6.235,1,0.118651919,9,263.991,2004,2,1,0,4207.856
1027,8.42,1,0.112728355,8,65.8168,2009,1,2,1,830.9184
1029,9.5,0,0.104933928,3,78.796,2009,1,2,1,1198.44
1031,12.6,0,0.062700289,5,102.199,1997,2,0,0,1960.781
1032,16.85,1,0.139417654,13,147.476,1997,2,0,0,2929.52
1035,20.2,0,0.039215075,2,157.663,1987,0,2,0,2190.482
1037,15.15,0,0.066121873,5,145.676,1987,0,2,0,3661.9
1038,13.65,0,0.026643448,10,37.9532,1999,1,0,0,862.8768
1042,12.15,1,0.028714747,9,151.9708,2009,1,2,1,3611.2992
1047,7.85,1,0.162980276,7,145.2444,1997,2,0,0,1451.444
1049,17.5,1,0.013634468,5,256.4304,2004,2,1,0,1808.3128
1052,21.1,1,0.029003459,9,143.4786,2004,2,1,0,2311.6576
1053,10.195,1,0.107834541,13,146.5076,2009,1,2,1,1330.2684
1054,17.85,1,0.146399663,1,93.8436,2004,2,1,0,1418.154
1055,15.6,0,0.04575559,13,167.1132,2004,2,1,0,2874.9244
1056,16.1,0,0.063278652,4,182.1318,1987,0,2,0,2345.6134
1057,13.3,1,0.063664998,5,151.6708,1999,1,0,0,3912.2408
1058,12.85,1,0.122221269,13,45.9428,2009,1,2,1,1274.3412
1060,16.25,1,0.025732114,6,166.4474,2004,2,1,0,5390.3168
1062,13.15,1,0.024646608,9,177.4686,2004,2,1,0,5510.8266
1063,8.895,1,0,4,42.0138,2009,1,2,1,568.5932
1066,10.3,0,0.030563449,6,114.4176,2004,2,1,0,2633.9048
1067,8.05,0,0.078522357,6,257.1646,1999,1,0,0,6183.9504
1068,18.6,1,0.039294854,5,246.6802,1997,2,0,0,2702.4822
1069,20.75,1,0.089260667,2,193.4478,1997,2,0,0,4843.695
1071,8.18,1,0.013127548,9,142.0154,2004,2,1,0,1985.4156
1072,17.25,1,0.042233642,4,173.3764,2004,2,1,0,2061.3168
1074,16.5,0,0,0,96.2068,1997,2,0,0,3013.4108
1075,9.8,0,0.14061104,0,49.8008,1997,2,0,0,809.6128
1076,17.25,1,0.072952298,3,76.0986,1999,1,0,0,623.1888
1077,15.85,1,0.069087481,1,218.7166,2004,2,1,0,1088.583
1081,16,1,0.076975118,6,46.2086,1999,1,0,0,490.6946
1082,4.59,1,0.070890602,14,111.686,1999,1,0,0,1584.604
1083,11.85,1,0.132560174,4,97.2726,1987,0,2,0,782.9808
1089,8.895,1,0.125222705,9,113.3544,2009,1,2,1,1006.6896
1091,14.85,0,0.009930514,13,157.463,1987,0,2,0,2503.408
1093,7.51,1,0.103793399,13,110.1544,2004,2,1,0,2684.5056
1094,15.6,1,0,6,111.9518,1999,1,0,0,2163.1842
1095,8.02,1,0.111419588,13,154.3998,2004,2,1,0,3383.5956
1099,7.235,1,0.099962524,13,193.8452,1997,2,0,0,1957.452
1103,16.1,1,0.023673342,14,189.0846,2009,1,2,1,5350.3688
1107,16.1,0,0.024944396,6,95.441,2004,2,1,0,2220.443
1111,9.8,0,0.045266806,0,36.9874,1997,2,0,0,705.748
1114,15.25,1,0.089742065,5,213.7192,1987,0,2,0,1078.596
1117,10,1,0.025827199,3,263.2226,1997,2,0,0,3700.5164
1121,6.71,0,0.029535852,0,67.5142,1987,0,2,0,593.2278
1122,10.3,0,0.011143599,13,88.254,1999,1,0,0,1125.202
1123,18.35,1,0.014045832,9,222.7746,1999,1,0,0,1570.6222
1124,13.8,0,0.014730322,3,90.9172,2004,2,1,0,2141.2128
1126,20.75,0,0.083736551,5,178.7318,1999,1,0,0,3428.2042
1128,9.895,0,0.028837829,3,117.8492,2009,1,2,1,1506.0396
1132,11.1,1,0.176069023,0,156.7604,1987,0,2,0,1901.5248
1133,10.1,0,0.053574075,6,223.7088,2004,2,1,0,2684.5056
1135,14,0,0.105573769,5,143.9812,2009,1,2,1,1139.8496
1140,6.13,1,0.028365524,9,110.0912,1999,1,0,0,1637.868
1141,8.5,1,0.097866209,3,51.1324,2004,2,1,0,1350.2424
1143,9.1,1,0,9,114.4518,1997,2,0,0,1593.9252
1145,13.5,1,0,6,179.9976,1987,0,2,0,4889.6352
1146,10.8,1,0,7,72.338,1999,1,0,0,805.618
1147,15.2,1,0.050168354,14,95.3752,2004,2,1,0,1438.128
1150,11.5,0,0.037539164,13,106.9254,1987,0,2,0,3038.7112
1153,9.8,1,0.026192765,13,215.685,2009,1,2,1,649.155
1155,14.75,1,0.089686322,13,115.3518,2009,1,2,1,1821.6288
1157,17.2,1,0.156269303,10,159.6578,2004,2,1,0,3048.6982
1158,19.2,1,0.035185588,13,181.3318,1997,2,0,0,1443.4544
1160,14.85,0,0.009979271,13,155.763,2009,1,2,1,3129.26
1161,7.565,1,0.054863459,8,58.393,2009,1,2,1,509.337
1163,9.6,0,0.02236923,1,104.799,2009,1,2,1,1341.587
1164,7.855,0,0.073906461,4,218.4482,2004,2,1,0,4819.0604
1166,10.395,1,0.11207602,13,58.022,2004,2,1,0,659.142
1168,17.6,1,0.049067877,13,115.6176,1997,2,0,0,2519.3872
1170,7.59,0,0.145631695,6,172.808,2009,1,2,1,2250.404
1172,11.1,1,0.033160417,9,119.6124,1999,1,0,0,2251.7356
1174,16.1,0,0.047801883,5,127.4362,1997,2,0,0,2265.0516
1175,5.155,1,0.083198341,5,246.0776,1997,2,0,0,990.7104
1178,6.365,1,0.007348286,5,62.8536,1997,2,0,0,796.2968
1179,11.65,1,0,0,152.6024,2004,2,1,0,303.6048
1180,18.25,0,0.170795745,4,154.463,2004,2,1,0,2190.482
1181,11.8,0,0.025966531,10,102.2674,1999,1,0,0,2444.8176
1182,18.2,1,0.161489509,6,37.619,1997,2,0,0,366.19
1183,13.65,0,0.025899245,13,81.1302,1987,0,2,0,792.302
1184,8.365,0,0.039906377,6,191.3188,1999,1,0,0,1713.7692
1186,20.7,0,0.079419755,0,99.8042,1999,1,0,0,1488.063
1187,17.75,1,0.03050705,11,180.366,1997,2,0,0,2336.958
1188,18,1,0.073490977,3,157.3972,2009,1,2,1,778.986
1190,6.42,1,0.053688479,4,178.3002,2009,1,2,1,2328.3026
1195,17.7,0,0.016622448,6,50.2034,1999,1,0,0,1166.4816
1196,8.235,1,0.014482153,8,182.295,1999,1,0,0,3661.9
1198,17.2,0,0.025205909,3,149.1418,1999,1,0,0,1177.1344
1200,19.6,1,0.039544237,13,163.6526,1987,0,2,0,1151.1682
1201,8.02,1,0.111613921,13,152.6998,1999,1,0,0,3383.5956
1205,16.35,1,0.020547951,6,51.2324,1997,2,0,0,571.2564
1206,17.25,1,0.113694957,9,253.4724,1999,1,0,0,6040.1376
1207,13.8,1,0.097043739,4,57.493,2004,2,1,0,1358.232
1208,8.485,1,0.058121214,8,104.499,2004,2,1,0,1238.388
1209,11.8,0,0.07665661,13,32.3558,1987,0,2,0,169.779
1210,15.35,1,0.035204319,9,122.873,1999,1,0,0,2832.979
1214,18.5,1,0.03391645,11,130.9284,1987,0,2,0,1713.7692
1215,20.25,0,0.102704495,3,94.312,2004,2,1,0,2982.784
1216,12.35,1,0.163910938,9,119.2124,2004,2,1,0,1303.6364
1217,14.5,0,0.058827383,6,172.2448,1997,2,0,0,2897.5616
1218,14.8,1,0.044840933,14,78.367,1987,0,2,0,918.804
1219,14,0,0.029843736,4,143.9786,2009,1,2,1,866.8716
1221,14.65,1,0.011180713,11,53.8614,1987,0,2,0,221.0456
1226,9.395,0,0.109075742,14,42.9112,2004,2,1,0,426.112
1227,19.75,1,0.012448294,6,188.2872,1997,2,0,0,2647.2208
1228,7.56,1,0.064030636,5,154.463,2009,1,2,1,2503.408
1229,20.25,1,0.14781046,9,234.8616,1987,0,2,0,2812.3392
1235,18.25,1,0.012272797,6,160.2894,2004,2,1,0,3235.788
1236,9.3,1,0.174317307,13,106.7964,2004,2,1,0,841.5712
1237,16.6,1,0.135707553,7,170.6422,2004,2,1,0,1379.5376
1242,4.92,1,0.046026479,0,196.5084,1999,1,0,0,3769.7596
1243,6.385,1,0,7,108.9596,1997,2,0,0,1186.4556
1244,18.5,1,0.052149675,13,118.3124,1999,1,0,0,1540.6612
1245,11.6,1,0.040911824,14,142.3154,1987,0,2,0,2552.6772
1248,10.895,0,0.032427039,5,147.7102,1987,0,2,0,1166.4816
1251,9.3,1,0.044843161,9,246.1802,2009,1,2,1,2702.4822
1253,8.26,0,0.032435437,14,124.873,2004,2,1,0,2956.152
1254,12.8,1,0.06961884,15,260.3252,1997,2,0,0,8132.0812
1255,16.75,1,0.08165147,6,258.3988,2009,1,2,1,1541.9928
1258,16.85,0,0.026561057,3,93.712,1999,1,0,0,466.06
1260,16,1,0.057012606,4,225.0404,1987,0,2,0,5851.0504
1261,16,1,0.041009558,13,141.2496,1999,1,0,0,2681.8424
1263,9.6,0,0,1,101.699,1999,1,0,0,2373.577
1267,9.6,1,0.024576875,8,186.6214,2009,1,2,1,1884.214
1270,7.475,1,0.075845634,9,156.0656,1999,1,0,0,1853.5872
1271,14.85,1,0.098803088,6,169.7474,2009,1,2,1,673.7896
1273,10.5,1,0.041459804,6,39.2164,1999,1,0,0,540.6296
1274,8.63,0,0.032882271,13,113.5518,1987,0,2,0,2732.4432
1276,15.5,0,0.02536567,0,82.7934,2004,2,1,0,1228.401
1277,14.7,1,0.07229836,6,48.2034,1997,2,0,0,874.8612
1279,17.7,0,0.040897932,6,82.6276,1987,0,2,0,731.0484
1281,9.21,1,0.008764786,6,123.1414,1997,2,0,0,4264.449
1284,14.85,1,0.018568129,3,188.2214,2004,2,1,0,3014.7424
1287,13.65,1,0.077169841,8,55.593,1987,0,2,0,282.965
1289,16.35,1,0.013387211,11,105.628,1999,1,0,0,1065.28
1293,16,1,0.060942632,15,225.6404,1999,1,0,0,2925.5252
1294,18.85,1,0.042641788,3,257.833,2004,2,1,0,5382.993
1295,20.7,1,0.021427082,0,156.5288,2004,2,1,0,1571.288
1296,9.3,1,0.042930789,6,88.5172,1987,0,2,0,1427.4752
1299,19.6,1,0.039577173,13,166.1526,1997,2,0,0,2960.1468
1300,14.3,1,0.130415118,0,75.9328,1997,2,0,0,1158.492
1302,13.1,1,0.075515154,4,167.2158,1987,0,2,0,3008.0844
1304,17.85,0,0.04679836,6,123.8388,2009,1,2,1,866.8716
1305,8.905,1,0.143129124,5,58.8878,1997,2,0,0,1151.1682
1307,20.25,0,0.022921735,0,240.7538,1987,0,2,0,3364.9532
1308,10.3,0,0.030616757,6,112.7176,1999,1,0,0,343.5528
1309,17.85,1,0.06575528,5,151.505,1987,0,2,0,2546.685
1310,7.21,0,0.144856342,13,100.5332,1999,1,0,0,1127.8652
1314,17.35,1,0.014689006,5,74.5038,2004,2,1,0,739.038
1315,10,0,0.037918142,13,129.6994,2009,1,2,1,1413.4934
1316,18.6,1,0.047964395,13,185.0898,1999,1,0,0,2993.4368
1317,16.75,1,0.105018817,13,155.263,1999,1,0,0,1721.093
1318,17.75,1,0.014577412,6,160.7262,2004,2,1,0,2864.2716
1320,6.42,1,0.053553794,4,178.6002,1999,1,0,0,3582.004
1322,7.39,1,0.120280989,11,142.747,1997,2,0,0,3149.234
1323,19.2,1,0.182653772,11,243.0196,1997,2,0,0,3374.2744
1325,5.46,0,0.107036943,6,144.2786,2004,2,1,0,288.9572
1326,17.5,1,0,5,258.3304,1987,0,2,0,3358.2952
1327,12.3,0,0.106238768,6,176.1396,1987,0,2,0,3663.2316
1330,19.7,1,0.064921764,3,88.1198,1997,2,0,0,1744.396
1332,14.5,1,0.019554705,11,162.421,2009,1,2,1,1957.452
1333,19.35,1,0.033060937,10,172.4738,1987,0,2,0,1911.5118
1334,9.195,0,0.078181964,10,106.7596,1999,1,0,0,4098.6648
1335,16.25,1,0,3,90.2804,2009,1,2,1,1653.8472
1336,20.7,0,0.100583009,6,123.5388,2009,1,2,1,1981.4208
1339,11.8,1,0.115167579,14,199.8084,1997,2,0,0,2380.9008
1343,9.5,0,0.010917052,13,185.3608,1997,2,0,0,2021.3688
1344,12.85,1,0.033172957,13,172.0422,2004,2,1,0,5345.7082
1345,11.65,0,0.058719726,0,171.1422,2004,2,1,0,2931.5174
1346,15.6,1,0,0,111.8544,2009,1,2,1,1454.1072
1347,18.85,1,0.141524348,3,168.4132,1987,0,2,0,2874.9244
1348,6.865,0,0.035895934,5,244.4486,1999,1,0,0,6353.0636
1349,11.65,1,0.039980644,13,227.3694,1999,1,0,0,4567.388
1352,20.35,1,0.054056927,13,116.8466,1997,2,0,0,2356.932
1353,10.895,0,0.009636821,4,121.873,1999,1,0,0,2463.46
1354,7.3,1,0.086266286,5,147.2076,1999,1,0,0,1921.4988
1355,11.1,1,0.033081389,9,116.5124,1987,0,2,0,1066.6116
1357,9.8,1,0.047178116,0,99.4016,2004,2,1,0,2428.8384
1359,17.6,0,0.039189221,13,97.341,1987,0,2,0,965.41
1362,16.5,0,0.160371305,13,143.9128,2009,1,2,1,1581.9408
1364,9,1,0.038925251,14,34.919,1997,2,0,0,476.047
1365,12.6,0,0.041557653,6,124.5072,1997,2,0,0,2450.144
1369,13.85,1,0.030795085,14,143.3154,1997,2,0,0,1985.4156
1371,18.25,0,0.184041545,4,110.157,2009,1,2,1,1867.569
1376,18.25,1,0.060198496,15,162.9526,1987,0,2,0,1151.1682
1377,11.8,1,0.008559557,8,117.2492,2004,2,1,0,2432.8332
1378,9.27,1,0.061883353,4,147.905,1999,1,0,0,1647.855
1381,15,1,0.064241345,7,45.206,1999,1,0,0,792.302
1382,12.5,1,0.006759519,9,42.8112,1987,0,2,0,639.168
1383,17.35,1,0.167243769,9,176.2712,1987,0,2,0,2988.1104
1384,7.975,1,0.01469075,0,84.725,2009,1,2,1,1747.725
1385,10.5,0,0.013551445,13,142.0154,2009,1,2,1,2410.8618
1387,14.35,1,0.017038777,8,112.5228,1997,2,0,0,1989.4104
1391,11.5,1,0,13,119.5124,2009,1,2,1,829.5868
1392,12.5,0,0.082085787,6,92.2488,2009,1,2,1,1358.232
1395,14.15,1,0.00879232,9,195.011,2004,2,1,0,1964.11
1398,6.215,0,0.049580407,0,227.4062,1987,0,2,0,5191.2426
1399,18.1,1,0.022399592,6,96.0094,1997,2,0,0,1808.9786
1402,20,1,0.0814536,11,36.819,1999,1,0,0,768.999
1403,17.75,1,0.07607772,0,112.4544,1999,1,0,0,2348.9424
1404,14,0,0.135775701,5,54.564,1997,2,0,0,1597.92
1405,15.35,0,0,6,193.0504,1999,1,0,0,2492.7552
1408,20.25,0,0.014793357,4,191.5162,1997,2,0,0,3078.6592
1410,15.85,0,0.007140468,13,40.848,1987,0,2,0,679.116
1411,19.85,0,0.020858779,13,62.8194,1987,0,2,0,928.791
1413,7.365,1,0.159937597,13,93.912,2004,2,1,0,1304.968
1417,11.3,1,0.007278512,10,196.7426,2004,2,1,0,2768.3964
1420,7.72,1,0.12152072,6,118.244,1997,2,0,0,958.752
1422,10.6,1,0.035163639,8,84.4224,1987,0,2,0,852.224
1424,15.85,1,0.043226398,15,37.5164,2004,2,1,0,270.3148
1427,20.1,1,0.077389797,8,60.8536,1987,0,2,0,1347.5792
1433,9.8,0,0.072863893,13,118.6098,2004,2,1,0,843.5686
1435,20.35,1,0.141789197,13,121.9072,2004,2,1,0,1347.5792
1437,6.85,1,0.022864238,5,260.0594,1987,0,2,0,6018.1662
1438,20.35,1,0.054011943,13,116.5466,1987,0,2,0,1885.5456
1439,9.195,0,0.117462619,13,158.9578,2004,2,1,0,2246.4092
1440,9.695,1,0.11411658,8,158.8604,1999,1,0,0,4436.8912
1442,11.65,0,0.075849167,13,85.1908,1997,2,0,0,2181.1608
1443,6.035,0,0.065729039,0,188.324,1987,0,2,0,1491.392
1446,7.63,1,0.061313057,14,93.3436,2009,1,2,1,1323.6104
1448,9.6,0,0.014270394,13,187.3872,2009,1,2,1,2647.2208
1452,19.6,1,0.033901442,14,56.2614,1997,2,0,0,773.6596
1456,17.6,1,0.097198194,4,89.8856,2004,2,1,0,351.5424
1458,8.42,0,0.030890618,3,228.7352,1999,1,0,0,5954.9152
1459,9.3,1,0.028498354,0,195.8136,1987,0,2,0,2332.9632
1460,19.75,1,0.033883448,13,213.2902,2004,2,1,0,4247.804
1461,6.78,1,0.066565644,6,185.324,1987,0,2,0,3914.904
1464,15.3,0,0.084765192,3,215.0218,1997,2,0,0,1923.4962
1465,15.7,0,0.027617046,3,168.279,1997,2,0,0,4074.696
1466,17.85,1,0.052166995,13,121.7072,2004,2,1,0,2817.6656
1470,15,0,0.161301097,3,185.1266,1987,0,2,0,2213.1192
1473,13.8,0,0.064307102,6,77.3012,1999,1,0,0,1593.9252
1474,7.475,1,0.076036381,9,153.9656,2009,1,2,1,2625.9152
1477,15.85,1,0.043234574,15,38.3164,1997,2,0,0,540.6296
1479,20.75,1,0.109153001,13,161.3578,2009,1,2,1,4492.8184
1480,5.82,1,0.08062523,9,168.379,2004,2,1,0,1188.453
1482,13.1,0,0.098938169,5,195.7768,1999,1,0,0,4138.6128
1483,10.1,0,0,6,225.1088,1987,0,2,0,3579.3408
1484,16.75,1,0.032580547,8,192.1162,2004,2,1,0,3848.324
1486,17.1,0,0,6,208.5638,1999,1,0,0,5383.6588
1487,7.42,1,0.020391845,13,248.9092,1997,2,0,0,2241.0828
1488,7.51,1,0.103813029,13,113.7544,1997,2,0,0,671.1264
